f5b30x2,B30X2 Year mother will be released from jail/prison,numeric byte,1,,-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f5d23,D23 Current partner spent any time in jail or prison,numeric byte,1,1 yes 2 no,-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f5d7,D7 What current partner was doing most of last week,numeric byte,1,0 nothing 1 working at a regular job 2 looking for work 3 in school 4 unable to work 5 in jail/prison 6 stay at home parent/homemaker 7 working and in school 91 other (specify),-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f5f28j1,F28J1 Date last released from incarceration,numeric int,1,1  gave date 98 still in prison,-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f5f2,F2 Your current housing situation,numeric byte,1,1 Rent your own apartment or house 10 On the street homeless 2 Live with family/friends who rent and you contribute part of rent 3 Live with family/friends who rent but you do not pay rent 4 Own your own home 5 Live in a house or condo owned by another family member 6 Live in temporary housing or a group shelter or 8 Halfway house/treatment facility 9 Jail/prison 91 Some other housing arrangement (specify),-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m2c33b,"Is jail/prison a local, state, or federal facility?",numeric byte,1,1 Local 2 State 3 Federal,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m2c33d2,When did father go to jail/prison?-Year,numeric int,1,,-1 Refuse -10 wdnt take job -11 >12 hours -12 Still breastfeed -15 All my life -17 In exchange -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m2c33e2,When will father be released from prison?-Year,numeric int,1,,-1 Refuse -10 wdnt take job -11 >12 hours -12 Still breastfeed -15 All my life -17 In exchange -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m2c36,Has father ever spent any time in jail/prison?,numeric byte,1,1 Yes 2 No,-1 Refuse -10 None -14 mother died -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m2e10,Has current partner spent any time in jail or prison?,numeric byte,1,1 Yes 2 No,-1 Refuse -10 None -14 mother died -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m3c21d_7,What action taken: sent father to prison or jail?,numeric byte,1,1 Yes 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m3c38d_7,What action taken: sent father to prison or jail?,numeric byte,1,1 Yes 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m3c42d2,When did father go to jail/prison? year,numeric int,1,,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m3c42e2,When will father be released from jail/prison? year,numeric int,1,,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m3c42,Has father ever spent any time in jail or prison?,numeric byte,1,1 Yes 2 No 3 In jail,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m3e25,Has CP spent any time in jail or prison?,numeric byte,1,1 Yes 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m3e7,What was CP doing most of last week?,numeric byte,1,0 Nothing 1 Working at regular job 2 Looking for work 3 In school 4 Unable to work 5 In jail/prison 6 Stay at home parent 7 Working and school 8 Other (not specified),-1 Refuse -2 Don't know -6 Skip -9 Not in wave
m3k7,Why aren't you looking for a regular job?,numeric int,1,1 Own business 101 Transportation 102 Back to school 103 Pregnant/had baby 2 Have job 3 In school 4 Disabled 5 No want/need 6 Personal 7 No work 8 In jail/prison 9 Homemaker,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m4c37c1,How long did he spend in jail/prison? years,numeric byte,1,,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m4c37c2,How long did he spend in jail/prison? months,numeric byte,1,,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m4c37c3,How long did he spend in jail/prison? weeks,numeric byte,1,,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m4c37c4,How long did he spend in jail/prison? days,numeric int,1,,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m4c37d2,When did father go to jail/prison? year,numeric int,1,,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m4c37e2,When will father be released from jail/prison? year,numeric int,1,,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m4e25,Has current partner spent any time in jail or prison?,numeric byte,1,1 Yes 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m4e7,"What current partner doing last week-working reg job, school, or sthg else?",numeric int,1,0 Nothing 1 Working 101 Disability 102 Halfway house 103 Military 104 On vacation 2 Looking for work 3 In school 4 Unable to work 5 In jail/prison 6 Stay at home parent 7 Working and school 8 Other,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m5b17d_7,B17D_7 Sent father to prison or jail,numeric float,1,0 no 1 yes,-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m5b29,B29 What father was doing most of last week,numeric int,1,0 nothing 1 working at a regular job 101 working at part-time or side job(s) 102 taking time off work 103 doing illegal activities 104 active duty in military 105 treatment program for drugs mental health etc 106 retired 2 looking for work 3 in school 4 unable to work 5 in jail/prison 6 stay at home parent/homemaker 7 working and in school 91 other (specify),-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m5b30c1,B30C1 Unit: Time father spent in jail/prison,numeric byte,1,1 year(s) 2 month(s) 3 week(s) 4 day(s),-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m5b30c,B30C How long did he spend in jail/prison?,numeric int,1,,-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m5b30d1,B30D1 Month father went to jail/prison,numeric byte,1,1 Jan 10 Oct 11 Nov 12 Dec 2 Feb 3 Mar 4 Apr 5 May 6 Jun 7 Jul 8 Aug 9 Sep,-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m5b30d2,B30D2 Year father went to jail/prison,numeric int,1,,-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m5b30e1,B30E1 Month father will be released from jail/prison,numeric byte,1,1 Jan 10 Oct 11 Nov 12 Dec 2 Feb 3 Mar 4 Apr 5 May 6 Jun 7 Jul 8 Aug 9 Sep,-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m5b30e2,B30E2 Year father will be released from jail/prison,numeric int,1,,-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m5d23,D23 Current partner has spent time in jail/prison,numeric byte,1,1 yes 2 no,-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m5f28j1,F28J3 Year you were released the most recent time from incarceration,numeric int,1,1  gave date 98 still in prison,-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
m5f2,F2 Your current housing situation,numeric byte,1,1 Rent your own apartment or house 10 On the street homeless 2 Live with family/friends who rent and you contribute part of rent 3 Live with family/friends who rent but you do not pay rent 4 Own your own home 5 Live in a house or condo owned by another family member 6 Live in temporary housing or a group shelter or 8 Halfway house/treatment facility 9 Jail/prison 91 Some other housing arrangement (specify),-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
cf1finjail,"Constructed - father report, father in jail at his baseline interview",string str2,,,
cf2fevjail,"Constructed - father reports, dad ever in jail by his 1yr interview",string str2,,,
cf2finjail,"Constructed - father report, father in jail at his 1 yr interview",string str2,,,
cf3fevjail,"Constructed - father report, father ever in jail by his 3yr interview",string str2,,,
cf3finjail,"Constructed - father report, father in jail at his 3yr interview",string str2,,,
cf4fevjail,"Constructed - father report, father has spent time in jail by his five-year inte",string str2,,,
cf4finjail,"Constructed - father report, father in jail at his five-year interview",string str2,,,
cf5fevjail,"Constructed - father report, father has spent time in jail by his nine-year inte",numeric float,1,0 No 1 Yes,-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
cf5finjail,"Constructed - father report, father in jail at his nine-year interview",numeric float,1,0 No 1 Yes,-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
cm1finjail,"Constructed - mother report, father in jail at her baseline interview",string str2,,,
cm2fevjail,"Constructed - mother reports, dad ever in jail by her 1yr interview",string str2,,,
cm2finjail,"Constructed - mother report, father in jail at her 1 yr interview",string str2,,,
cm3fevjail,"Constructed - mother report, father has spent time in jail by her 3yr interview",string str2,,,
cm3finjail,"Constructed - mother report, father in jail at her 3yr interview",string str2,,,
cm4fevjail,"Constructed - mother report, father has spent time in jail by mother five-year i",string str2,,,
cm4finjail,"Constructed - mother report, father in jail at mother five-year interview",string str2,,,
cm5fevjail,"Constructed - mother report, father has spent time in jail by mother nine-year i",numeric float,1,0 No 1 Yes,-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
cm5finjail,"Constructed - mother report, father in jail at mother five-year interview",numeric float,1,0 No 1 Yes,-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
cmf1finjail,"Constructed - mother and father reports, father in jail at either baseline inter",string str2,,,
cmf2fevjail,"Constructed - mother and father reports, dad ever in jail by either 1yr intervie",string str2,,,
cmf2finjail,"Constructed - mother and father reports, father in jail at either 1 yr interview",string str2,,,
cmf3fevjail,"Constructed - mother and father reports, dad ever in jail by either 3yr intervie",string str2,,,
cmf3finjail,"Constructed - mother and father reports, father in jail at either 3yr interview",string str2,,,
cmf4fevjail,"Constructed - mother and father reports, dad ever in jail by either five-year in",string str2,,,
cmf4finjail,"Constructed - mother and father reports, father in jail at either five-year inte",string str2,,,
cmf5fevjail,"Constructed - mother and father reports, dad ever in jail by either nine-year in",numeric float,1,0 No 1 Yes,-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
cmf5finjail,"Constructed - mother and father reports, father in jail at either nine-year inte",numeric float,1,0 No 1 Yes,-1 Refuse -10 Not applicable -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f2b15,Reason for most recent separation from child?,numeric int,1,1 Illness 101 Out of town 102 Drug/alc rehab 103 Unemployment/fin. 104 Family reasons 105 Personal problems 106 Daycare problem 107 Mother refused 2 Court 3 Fworksch 4 Fjailed 5 Fvacatn 6 VisitMom 7 Visitrel 8 Other,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f2f1,"Not counting yourself, how many people currently live with you?",numeric byte,1,0 Lives alone,-1 Refuse -10 Lives in jail/shelter/on street -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f2f2b10,Is tenth person male or female?,numeric byte,1,1 Male 2 Female,-1 Refuse -10 Lives in jail/shelter/on street -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f2f2b1,Is first person male or female?,numeric byte,1,1 Male 2 Female,-1 Refuse -10 Lives in jail/shelter/on street -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f2f2b2,Is second person male or female?,numeric byte,1,1 Male 2 Female,-1 Refuse -10 Lives in jail/shelter/on street -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f2f2b3,Is third person male or female?,numeric byte,1,1 Male 2 Female,-1 Refuse -10 Lives in jail/shelter/on street -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f2f2b4,Is fourth person male or female?,numeric byte,1,1 Male 2 Female,-1 Refuse -10 Lives in jail/shelter/on street -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f2f2b5,Is fifth person male or female?,numeric byte,1,1 Male 2 Female,-1 Refuse -10 Lives in jail/shelter/on street -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f2f2b6,Is sixth person male or female?,numeric byte,1,1 Male 2 Female,-1 Refuse -10 Lives in jail/shelter/on street -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f2f2b7,Is seventh person male or female?,numeric byte,1,1 Male 2 Female,-1 Refuse -10 Lives in jail/shelter/on street -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f2f2b8,Is eighth person male or female?,numeric byte,1,1 Male 2 Female,-1 Refuse -10 Lives in jail/shelter/on street -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f2f2b9,Is ninth person male or female?,numeric byte,1,1 Male 2 Female,-1 Refuse -10 Lives in jail/shelter/on street -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f2fh22,Have you ever spent time in correctional institution?,numeric byte,1,1 jail 2 No 3 house arrest,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f2fh23,Was any of this time spent in youth/reform school correctional facilities?,numeric byte,1,1 jail 2 No 3 house arrest,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f2fh24,Did you spend any time in adult correctional facilities?,numeric byte,1,1 jail 2 No 3 house arrest,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f2h2,What is current living situation?,numeric int,1,1 Rent 10 Homeless 101 Mobile home 102 Military base/dorm 103 Motel 104 Other 2 Ownbyano 3 w/oth_norent 4 Own home 5 w/othfam/rent 6 temp hous 7 Other 8 Half way 9 jail,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f2k9b,Why aren't you looking for a regular job?,numeric int,1,1 Own bus. 101 Transportation 102 Probation/in jail 103 Plan to go to school 104 Legal issues 105 Doesn't pay to work 106 Just found a job 107 Other 2 Have a job 3 In school 4 disabled 5 Don't want/need 6 Personal 7 non available 8 Other 9 Child care,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3b3c,Why were you and child separated during that/most recent separation?,numeric int,1,1 Illness 101 Death 102 Personal 2 Court Rmv 3 Work 4 Jail 5 Vacation 6 Visit par 7 Visit rel 8 Other,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3b3f,Why were you and child separated during second most recent separation?,numeric byte,1,1 Illness 101 Death 102 Personal 2 Court Rmv 3 Work 4 Jail 5 Vacation 6 Visit par 7 Visit rel 8 Other,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3c15a_4,Why agreement changed: other?,numeric byte,1,1 Yes 101 Back together 102 Arrears 103 Terminated 104 Father jail 105 Custody issues 106 Never went through 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3c42a_1,Why mother in jail: assault?,numeric byte,1,1 Yes 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3c42a_2,Why mother in jail: robbery or theft?,numeric byte,1,1 Yes 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3c42a_3,Why mother in jail: possession/use/sale of drugs?,numeric byte,1,1 Yes 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3c42a_4,Why is/was mother in jail: major traffic offense?,numeric byte,1,1 Yes 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3c42a_5,Why is/was mother in jail: non-payment of child support?,numeric byte,1,1 Yes 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3c42a_6,Why is/was mother in jail: parole or probation violation?,numeric byte,1,1 Yes 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3c42a_7,18C ONLY Why mother in jail: simple assault?,numeric byte,1,1 Yes 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3c42a_8,Why mother in jail: other?,numeric int,1,1 Yes 101 Weapons 102 Minor 103 Domestic 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3c42b,INT CHK: Is mother currently in jail?,numeric byte,1,1 Yes 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3c42c1,Approximately how long did she spend in jail? years,numeric byte,1,,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3c42c2,Approximately how long did she spend in jail? months,numeric byte,1,,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3c42c3,Approximately how long did she spend in jail? weeks,numeric byte,1,,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3c42c4,Approximately how long did she spend in jail? days,numeric byte,1,,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3c42d2,When did mother go to jail/prison? year,numeric int,1,,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3c42e2,When will mother be released from jail/prison? year,numeric int,1,,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3c42,Has mother ever spent any time in jail?,numeric byte,1,1 Yes 2 No 3 In jail,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3e7,What was CP doing most of last week?,numeric byte,1,0 Nothing 1 Working 2 Looking 3 School 4 Unable to work 5 In jail 6 Homemaker 7 Work & school 8 Other,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3f1,"Not including self, how many people are currently live with you?",numeric byte,1,,-1 Refuse -10 R in jail -12 R shelter/street -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f3k7,Why aren't you looking for a regular job?,numeric byte,1,1 Own business 10 Other 101 Transportation 102 Back to school 103 Pregnant/had baby 2 Have job 3 In school 4 Disabled 5 No need 6 Personal 7 No work 8 In jail/prison 9 Homemaker,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f4a10h2,What is child2's mother currently doing?,numeric int,1,1 Full-time job 101 Disability 102 Deceased 103 Unemployed 104 School and work 105 Stay at home 106 Nothing 107 On welfare 2 Part-time job 3 School 4 Jail Other,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f4a10h3,What is child3's mother currently doing?,numeric int,1,1 Full-time job 101 Disability 102 Deceased 103 Unemployed 104 School and work 105 Stay at home 106 Nothing 107 On welfare 2 Part-time job 3 School 4 Jail Other,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f4b3c,"Why were you and child separated, monthst recent?",numeric int,1,1 Illness 101 Family issues 102 Child on vacation 103 Spousal arguments 104 Separated 105 financial problems 106 Distance 107 Mother prevented 2 Court Rmv 3 Work 4 Jail 5 Vacation 6 Visit par 7 Visit rel 8 Other,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f4b3f,"Why were you and child separated, 2nd monthst recent separation?",numeric int,1,1 Illness 101 Family issues 102 Child on vacation 103 Spousal arguments 104 Separated 105 financial problems 106 Distance 107 Mother prevented 2 Court Rmv 3 Work 4 Jail 5 Vacation 6 Visit par 7 Visit rel 8 Other,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f4c21d_7,What action taken: sent to jail?,numeric byte,1,1 Yes 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f4c37a_1,What is/was mother in jail for: aggravated assault?,numeric byte,1,1 Yes 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f4c37a_2,What is/was mother in jail for: robbery/theft/larceny?,numeric byte,1,1 Yes 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f4c37a_3,What is/was mother in jail for: illicit drugs?,numeric byte,1,1 Yes 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f4c37a_4,What is/was mother in jail for: major traffic offense?,numeric byte,1,1 Yes 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
f4c37a_5,What is/was mother in jail for: child support?,numeric byte,1,1 Yes 2 No,-1 Refuse -2 Don't know -3 Missing -4 Multiple ans -5 Not asked -6 Skip -7 N/A -8 Out of range -9 Not in wave
